"ID","Yield"
"Line_1",-0.0135518317777139
"Line_2",0.152864312216366
"Line_3",-0.76760411504423
"Line_4",-2.06419061894565
"Line_5",0.50474560484396
"Line_6",-0.470361459494854
"Line_7",-0.278486919390099
"Line_8",0.475402482263425
"Line_9",1.21913621534689
"Line_10",0.316022823950605
"Line_11",-0.85955892965895
"Line_12",0.145094859276641
"Line_13",0.966873317225293
"Line_14",0.360823411604095
"Line_15",-0.485240694841686
"Line_16",-2.02592158397315
"Line_17",-0.969707620444892
"Line_18",-0.152489847660019
"Line_19",-2.31129831401605
"Line_20",-0.987640886035329
"Line_21",-0.72547478584381
"Line_22",-0.562658325496856
"Line_23",-0.0502409151041959
"Line_24",1.65097609179233
"Line_25",1.15622319232867
"Line_26",1.73852495877561
"Line_27",0.958330176623854
"Line_28",-2.22424623595239
"Line_29",-0.539431407484175
"Line_30",0.142985542388393
"Line_31",0.160755926365836
"Line_32",0.988813470495336
"Line_33",1.72531525996195
"Line_34",0.0844621788403119
"Line_35",-0.58579565862239
"Line_36",-0.902396793875885
"Line_37",0.748286192589826
"Line_38",-1.04376988987242
"Line_39",-0.60552876603639
"Line_40",-0.258297743459721
"Line_41",0.0796897475796432
"Line_42",-1.84783497240818
"Line_43",-0.0755690059244772
"Line_44",0.354414020132854
"Line_45",0.565606319538478
"Line_46",-0.450848242258393
"Line_47",0.364545256460967
"Line_48",-0.841470926536171
"Line_49",0.434111993369914
"Line_50",0.0910588841664946
"Line_51",1.17418089016105
"Line_52",0.560687294826115
"Line_53",-1.27799364935514
"Line_54",0.256986383321601
"Line_55",2.27981313507113
"Line_56",-0.722958264923082
"Line_57",-0.706295475913985
"Line_58",0.918302020231034
"Line_59",-0.951635905483413
"Line_60",0.301453063668456
"Line_61",1.8092807314594
"Line_62",0.268111197488963
"Line_63",-0.438778714735675
"Line_64",0.502253516165182
"Line_65",0.0698516981549165
"Line_66",-0.491755959361372
"Line_67",-0.555393805557406
"Line_68",-0.879796970073224
"Line_69",-0.0753409716662881
"Line_70",-0.143881554413385
"Line_71",0.5807135891435
"Line_72",0.873330406883901
"Line_73",0.156537292589339
"Line_74",1.15351121347235
"Line_75",1.40401499017363
"Line_76",-0.726167032699027
"Line_77",2.39853754278111
"Line_78",0.861635507071064
"Line_79",1.4606977914949
"Line_80",0.105807814222934
"Line_81",-1.08113493189282
"Line_82",0.0402805413161911
"Line_83",-0.075365403908236
"Line_84",0.175985357180603
"Line_85",0.578807874271491
"Line_86",-0.434926564588412
"Line_87",-2.14879132873378
"Line_88",0.998317612613427
"Line_89",-0.390231849983365
"Line_90",-0.454749256889555
"Line_91",-0.1259401447423
"Line_92",-0.75600694419919
"Line_93",-2.00145676570173
"Line_94",-0.365522709292455
"Line_95",-0.395224171421573
"Line_96",-1.01605558342181
"Line_97",0.462616275643541
"Line_98",0.595723129780728
"Line_99",-0.154615452709568
"Line_100",0.658522135669852
"Line_101",-1.20229441971703
"Line_102",-1.60297504359708
"Line_103",-1.39759761777528
"Line_104",-0.265073618560194
"Line_105",1.25938426191725
"Line_106",-0.200816822234791
"Line_107",0.252409409996521
"Line_108",0.535644246828573
"Line_109",-0.150641141352559
"Line_110",-0.321023452622998
"Line_111",0.642038516435046
"Line_112",2.23440988544957
"Line_113",0.728031864014252
"Line_114",-0.347442850250326
"Line_115",0.852253526162716
"Line_116",0.623722479054078
"Line_117",-0.291427863542325
"Line_118",1.29932283342292
"Line_119",1.6878769212157
"Line_120",0.559522691293221
"Line_121",0.893796481556365
"Line_122",0.0766927259005868
"Line_123",1.47973050797303
"Line_124",-0.380581114413579
"Line_125",1.84236198705811
"Line_126",1.1992076499973
"Line_127",-1.24850393332291
"Line_128",-0.0645744970475065
"Line_129",0.200645633387613
"Line_130",0.139231121208924
"Line_131",0.195669600110703
"Line_132",-0.437956162590065
"Line_133",1.05305397865944
"Line_134",0.282216745174085
"Line_135",-0.151585854707912
"Line_136",0.938141000693478
"Line_137",1.68576760432745
"Line_138",-0.628633522839326
"Line_139",0.0430088083338105
"Line_140",0.615659839210966
"Line_141",-0.80039218373955
"Line_142",-0.103641651923674
"Line_143",0.42732797418879
"Line_144",0.732445955726339
"Line_145",0.103739217737934
"Line_146",0.0796490271763938
"Line_147",-0.857237866673811
"Line_148",1.44896217127881
"Line_149",-0.44842130622481
"Line_150",1.00396960458425
"Line_151",-0.843441794053377
"Line_152",-1.44840039286753
"Line_153",0.552209306869873
"Line_154",1.00852214566739
"Line_155",-1.04135924200014
"Line_156",-1.22708500121444
"Line_157",1.00136349877638
"Line_158",-0.471574927511644
"Line_159",-1.30511343791833
"Line_160",0.12124899113459
"Line_161",-0.593304500981329
"Line_162",-1.05082266371498
"Line_163",-0.880179741863756
"Line_164",1.01414970539627
"Line_165",0.26048019392028
"Line_166",0.568171704943104
"Line_167",-0.086099302204419
"Line_168",-0.32430551712479
"Line_169",0.142285151452527
"Line_170",0.0567723046316471
"Line_171",1.07711159289838
"Line_172",-1.68124780272046
"Line_173",0.309238804769481
"Line_174",0.849134343273915
"Line_175",-2.26872920446055
"Line_176",-0.459033043311249
"Line_177",0.561705304907316
"Line_178",0.615765712259412
"Line_179",1.43900196064434
"Line_180",-0.332376301048552
"Line_181",0.0043977219740216
"Line_182",0.567332864636195
"Line_183",-1.64571517884622
"Line_184",-0.598541144839027
"Line_185",-1.68811326270808
"Line_186",0.796075657841723
"Line_187",0.523151227112074
"Line_188",-1.12723857245025
"Line_189",-0.334257583678611
"Line_190",0.939240451581174
"Line_191",-0.892656473418955
"Line_192",1.15157292227774
"Line_193",0.881148724307524
"Line_194",1.17454737379029
"Line_195",0.449406576829877
"Line_196",0.620521855358782
"Line_197",-0.151577710627263
"Line_198",-0.9041722034575
"Line_199",-0.371948388924996
"Line_200",1.16681049717316
"Line_201",1.61799256516142
"Line_202",1.63380836978296
"Line_203",0.36759928670457
"Line_204",0.610089288046636
"Line_205",1.44805003424606
"Line_206",1.50597887990672
"Line_207",-0.148678417916003
"Line_208",-0.670640690830003
"Line_209",1.23562797866234
"Line_210",-0.0176238721025183
"Line_211",0.858573332746812
"Line_212",0.617410816550632
"Line_213",0.824579940115349
"Line_214",0.0653317333943847
"Line_215",-2.41866172921982
"Line_216",-1.35715411326932
"Line_217",1.07641120196251
"Line_218",-2.28909755016522
"Line_219",-0.246480682437141
"Line_220",-0.781090712599981
"Line_221",1.48183982486128
"Line_222",0.638056060997389
"Line_223",0.926380948235444
"Line_224",0.577415236480409
"Line_225",0.952971371556413
"Line_226",1.23914622150297
"Line_227",0.785439488513336
"Line_228",-1.82192050778113
"Line_229",0.689583659267455
